seg,stationid,lat,lon,chla_ugl,salinity_ppt,date
Hillsborough Bay,55,27.84930029,-82.43139639,33,23.1,1974-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,28,22.6,1974-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,24,20.4,1974-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,11,23.9,1974-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,19,21,1974-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,58,21.2,1974-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,73,23.3,1974-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,53,20.4,1974-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,17,23.9,1974-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,46,20.4,1974-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,43,21.9,1974-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,3.2,24.5,1974-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,6,24.6,1974-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,10,24.4,1974-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,5.2,24.4,1974-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,6,26,1974-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,5.7,23.8,1974-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,4,26,1974-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.4,26,1974-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,6,23.7,1974-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,8,23.7,1974-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,10,24.7,1974-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,2.7,23.15,1974-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,2.4,20.8,1974-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,5.2,24.1,1974-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,5.2,22.15,1974-01-01
Old Tampa Bay,40,27.9291,-82.58730309,2.4,22.7,1974-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,5.7,23.25,1974-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,4.5,20.4,1974-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,2.7,20.35,1974-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,3.2,21,1974-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,2.4,22.3,1974-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,3.7,22.8,1974-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,4.2,21.4,1974-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,2.7,22.3,1974-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,2.4,21.3,1974-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,9.5,21.2,1974-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,2.4,21.9,1974-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.4,26.7,1974-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,28,1974-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,3,28.1,1974-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,2.4,30.4,1974-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,2.4,28.8,1974-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,2.4,27.4,1974-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,36,29.5,1974-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,29.8,1974-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,2.4,29.7,1974-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2.4,29.7,1974-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,13,24.5,1975-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,11,24.9,1975-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,22,24.9,1975-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,20,25.8,1975-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,6,24.1,1975-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,16,25.4,1975-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,11,25,1975-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,17,25.4,1975-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,18,24.9,1975-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,3,25.4,1975-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,3,25.8,1975-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,5,25.65,1975-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,4.2,26.55,1975-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,2.4,28.2,1975-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.4,19.9,1975-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,3.2,24.9,1975-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,2.4,19.9,1975-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.4,21.4,1975-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,7,26.7,1975-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,2.4,10.6,1975-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.4,13.9,1975-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,11,26.6,1975-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,9.7,23.4,1975-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,7.2,23.4,1975-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,4.7,23.75,1975-01-01
Old Tampa Bay,40,27.9291,-82.58730309,4.2,18.8,1975-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,3.7,24.25,1975-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,6.2,23.25,1975-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,7.2,23.3,1975-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,6.2,22.85,1975-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,4.2,23.7,1975-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,4.2,25.2,1975-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,3.7,24.55,1975-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,5.2,23.6,1975-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,13,23.4,1975-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,11.7,24.25,1975-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,18.7,21.65,1975-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,6.2,24.55,1975-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.4,22,1975-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.4,12.5,1975-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2.4,24.1,1975-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,22,1975-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,2.4,22,1975-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,23.4,1975-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,2.4,19.3,1975-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,2.4,24.8,1975-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,2.4,22.7,1975-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,2.4,24.1,1975-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,4.5,22,1976-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,3.7,28.4,1976-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,4.4,22,1976-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,4.2,26.9,1976-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,3.4,28.4,1976-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.7,26.2,1976-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,5.2,21.3,1976-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,3.8,26.9,1976-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,29.5,19.3,1976-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,5.2,22,1976-01-01
Old Tampa Bay,40,27.9291,-82.58730309,4,21.3,1976-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,5,19.9,1976-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,4.8,22,1976-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,4.7,19.9,1976-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,5.4,20.6,1976-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,3.6,22,1976-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,3,21.3,1976-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,4.1,21.3,1976-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,4.1,21.3,1976-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,12.3,20.6,1976-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,4.2,21.3,1976-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,5.3,20.6,1976-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,6.8,19.9,1976-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,5.3,20.6,1976-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,2.7,19.9,1976-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.4,30.5,1976-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.6,30.5,1976-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.4,30.5,1976-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,2.6,32.7,1976-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,3.9,32.7,1976-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,2.4,30.5,1976-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,3.4,32.7,1976-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,3.2,33.5,1976-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,3.7,31.2,1976-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.4,31.3,1976-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,15,27.7,1977-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,12.8,26.2,1977-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,27.5,27,1977-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,10.3,28.3,1977-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,11.5,27.7,1977-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,12.1,26.2,1977-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,13.3,27,1977-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,14.3,27,1977-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,13.1,27.7,1977-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.4,30.5,1977-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,3.3,29,1977-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.5,29.8,1977-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,2.5,30.5,1977-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,5.7,29,1977-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,5.7,29,1977-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.4,29.8,1977-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,3,28.3,1977-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.4,34.2,1977-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,32.5,1977-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.7,31.3,1977-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.6,33.5,1977-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,3.7,34.2,1977-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,2.4,32,1977-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,3.3,35.7,1977-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,4.7,34.2,1977-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,3.5,34.2,1977-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,3.2,34.2,1977-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,21.6,22.7,1978-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,41,22.7,1978-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,24,22.5,1978-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,19.9,24.4,1978-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,31.4,23.6,1978-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,24.6,24,1978-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,16.6,23.6,1978-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,19.9,23.3,1978-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,7.1,11.4,1978-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,23.7,23.6,1978-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,9.8,25.6,1978-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.5,26.4,1978-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,9.5,23.6,1978-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,5.3,25.6,1978-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,10.1,24,1978-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,5.3,26.4,1978-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,4.6,25.6,1978-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,3,26.2,1978-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,5.7,24,1978-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,14.9,24.1,1978-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,11.4,24,1978-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,5.5,24.4,1978-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,6.5,24.1,1978-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,4.4,25.2,1978-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,3.4,25.3,1978-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,2.4,24.7,1978-01-01
Old Tampa Bay,40,27.9291,-82.58730309,3.2,24.9,1978-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,4.2,25.1,1978-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,5,25.5,1978-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,3.7,25.3,1978-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,9.2,24.4,1978-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,6.9,24.4,1978-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,6.2,24.1,1978-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,5.7,24.3,1978-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,5.8,25.3,1978-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,21.5,23.8,1978-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,3.8,25.3,1978-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,3.6,25.3,1978-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,5,28.1,1978-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.1,27.3,1978-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.9,27.4,1978-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,3.1,27.4,1978-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,3.5,28.1,1978-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,5.8,28.9,1978-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,5.8,28.1,1978-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,5.3,27.8,1978-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,7.1,27.2,1978-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.7,27.4,1978-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,32.5,25.5,1979-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,48.5,26.2,1979-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,37.2,26.2,1979-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,42.5,25.5,1979-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,39.8,26.2,1979-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,35.5,27,1979-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,44.1,26.2,1979-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,24.5,27.7,1979-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,36.8,27,1979-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,43.7,26.2,1979-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,35.6,26.2,1979-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.9,31.3,1979-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,13.4,24.1,1979-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,8.3,27.7,1979-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,5.2,29.1,1979-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,4.7,29.8,1979-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,4.4,30.6,1979-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,12,27.7,1979-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,7.9,19.9,1979-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,10.6,27.7,1979-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,22.8,27,1979-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.4,29.8,1979-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,7.2,26.2,1979-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,5.5,22,1979-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,7.9,28.4,1979-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,5.5,27,1979-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,5.5,24.1,1979-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,8.6,20.6,1979-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,5.8,27.7,1979-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,5.2,25.5,1979-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,5,27,1979-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,8.2,17.2,1979-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,5.7,17.9,1979-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,9.2,19.9,1979-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,7.7,25.5,1979-01-01
Old Tampa Bay,40,27.9291,-82.58730309,11.9,26.2,1979-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,12.9,18.6,1979-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,8.2,22.7,1979-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,8.4,24.1,1979-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.7,32.7,1979-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.4,32.7,1979-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.8,32.7,1979-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,3.6,34.9,1979-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,5.5,33.5,1979-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.6,34.2,1979-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,4.1,34.2,1979-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,4.5,34.2,1979-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,3.6,32.7,1979-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.3,34.2,1979-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,18.5,24.8,1980-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,11.7,25.5,1980-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,18.5,25.5,1980-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,22.1,27,1980-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,8,24.1,1980-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,30.4,25.5,1980-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,18.4,27,1980-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,9.4,22,1980-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,16.7,24.8,1980-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,11.4,26.3,1980-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,17.8,26.3,1980-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,14.7,27,1980-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,10.9,23.3,1980-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,11.3,27.7,1980-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,12.3,21.7,1980-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,8.2,22.8,1980-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,17.2,28.4,1980-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,15.1,26.3,1980-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,14.7,25.5,1980-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,15.5,27.7,1980-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,10.9,27.7,1980-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,15.6,23.3,1980-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,14.2,23.5,1980-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,16.2,24.1,1980-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,14.2,23.5,1980-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,13.3,24.8,1980-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,15.4,24.1,1980-01-01
Old Tampa Bay,40,27.9291,-82.58730309,15.5,23.5,1980-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,13.4,24.8,1980-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,19.5,24.8,1980-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,13.5,25.5,1980-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,12.5,22,1980-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,17.7,23.5,1980-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,17.1,22,1980-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,12.8,19.9,1980-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,11.2,22.7,1980-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,20.3,22,1980-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,17.2,22.7,1980-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,14,21.3,1980-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,7.5,31.5,1980-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,6.6,22.8,1980-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,7.4,14.2,1980-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,4.7,31.3,1980-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,4.7,32,1980-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,8.2,21.7,1980-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,5.7,30.6,1980-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,5.3,22.8,1980-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,8.5,23.3,1980-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,7.7,31.5,1980-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,43,27,1981-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,42.9,26.3,1981-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,26.5,26.3,1981-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,51.1,27.7,1981-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,9.6,28.4,1981-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,31.3,27.7,1981-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,41.2,27.7,1981-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,42.2,27,1981-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,55.8,27,1981-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,52.8,27,1981-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,11.7,27.7,1981-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,4.7,29.1,1981-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,2.6,29.9,1981-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,8.1,29.1,1981-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,3.8,28.4,1981-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.4,30.6,1981-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,2.4,32,1981-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.4,30.6,1981-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,13.4,29.1,1981-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.4,29.9,1981-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,18.5,28.4,1981-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,3.1,27.7,1981-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,4.9,27,1981-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,6.8,25.5,1981-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,3.1,27,1981-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,3.1,27.7,1981-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,3.1,28.4,1981-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,4.4,29.1,1981-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,3.8,27,1981-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,2.4,27.7,1981-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,6.8,27.7,1981-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,4.2,29.1,1981-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,4.9,26.3,1981-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,3.1,28.4,1981-01-01
Old Tampa Bay,40,27.9291,-82.58730309,3.3,27,1981-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,4.4,26.3,1981-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,4.3,27.7,1981-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,3.8,27,1981-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,7.3,27,1981-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.4,34.2,1981-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,32.7,1981-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,2.4,32.7,1981-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,2.4,32.7,1981-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,3.7,34.9,1981-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,34.2,1981-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,2.9,34.9,1981-01-01
