seg,stationid,lat,lon,chla_ugl,salinity_ppt,date
Hillsborough Bay,44,27.9237003,-82.4806976,3.885,32,2001-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,3.042,32.7,2001-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,7.329,32.2,2001-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,5.687,30.6,2001-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,4.068,32.3,2001-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,4.025,32,2001-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,3.729,32.4,2001-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,4.367,32.7,2001-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,7.057,32.1,2001-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,2.4,32.4,2001-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,2.4,31.3,2001-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,2.771,33,2001-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,2.895,33.3,2001-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,3.776,33,2001-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,2.4,32.5,2001-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,3.741,32.9,2001-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,3.326,32.6,2001-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.4,33.4,2001-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,2.961,32.7,2001-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,2.748,31.2,2001-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,2.4,30.3,2001-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,3.158,29.8,2001-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,2.823,31.2,2001-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,2.4,30.4,2001-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,2.4,31.4,2001-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,2.4,30.1,2001-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,2.4,30.3,2001-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,2.4,31.1,2001-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,2.838,28.5,2001-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,3.293,30.9,2001-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,2.4,30.7,2001-01-01
Old Tampa Bay,40,27.9291,-82.58730309,2.4,30.4,2001-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,2.4,30.5,2001-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,2.4,30.3,2001-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,2.4,31.5,2001-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,2.94,29.1,2001-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,5.002,35.2,2001-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,34.2,2001-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,5.211,34.7,2001-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,4.135,34.8,2001-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,3.635,35.4,2001-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,5.227,33.3,2001-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,5.692,35.1,2001-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2.595,34.6,2001-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,35.1,2001-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,4.322,35.2,2001-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,25.082,28.7,2002-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,4.386,29.3,2002-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,4.638,29.1,2002-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,4.378,29,2002-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,4.271,28.8,2002-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,7.267,28.5,2002-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,3.029,28.8,2002-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,5.1,28.7,2002-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,5.256,29,2002-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,4.668,29,2002-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,4.741,28.9,2002-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.535,30.7,2002-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,3.649,30.2,2002-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.978,30.8,2002-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,14.289,28.8,2002-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.4,29.6,2002-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,4.969,28.3,2002-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,3.7,29.4,2002-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,3.112,31.6,2002-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,2.48,29.9,2002-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,3.842,29.6,2002-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,4.673,29.2,2002-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,2.75,26.4,2002-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,4.282,27.2,2002-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,7.288,26.6,2002-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,2.561,26.9,2002-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,9.574,26.3,2002-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,14.321,26.3,2002-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,4.289,28.2,2002-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,4.864,27.9,2002-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,3.117,27.3,2002-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,12.831,25.3,2002-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,5.269,26.3,2002-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,6.706,26.8,2002-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,2.996,25.4,2002-01-01
Old Tampa Bay,40,27.9291,-82.58730309,14.433,26.6,2002-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,7.528,27.3,2002-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,5.5,28.2,2002-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,34.7,2002-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,6.468,32.8,2002-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,4.658,32.6,2002-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.631,33.6,2002-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,2.749,35.2,2002-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,2.495,34.7,2002-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.987,32.5,2002-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,3.605,33,2002-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,3.76,34.6,2002-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,3.178,33,2002-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,35.946,15.8,2003-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,9.08,19.8,2003-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,10.37,19.6,2003-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,19.62,18.4,2003-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,6.801,19.5,2003-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,12.438,18.3,2003-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,14.737,17.1,2003-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,11.32,18.2,2003-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,5.183,19.1,2003-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,10.673,19.3,2003-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,4.376,22.3,2003-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,5.679,22.4,2003-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,7.675,21.4,2003-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,5.653,20.5,2003-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,4.118,19.9,2003-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,3.741,21,2003-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,4.755,21.2,2003-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,7.929,20.1,2003-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,6.359,20.2,2003-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,4.181,25,2003-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,5.492,18,2003-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,6.116,22.7,2003-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,4.523,18.7,2003-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,4.146,16.7,2003-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,3.676,13.2,2003-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,3.474,18,2003-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,4.699,18.2,2003-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,3.979,17.4,2003-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,3.787,15.1,2003-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,4.46,15.4,2003-01-01
Old Tampa Bay,40,27.9291,-82.58730309,4.063,17,2003-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,5.753,12,2003-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,4.238,16.7,2003-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,3.186,17.6,2003-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,5.941,18.4,2003-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,7.335,16.8,2003-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,7.53,18.3,2003-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,4.253,16.4,2003-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,6.1,15.3,2003-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,2.4,31.7,2003-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2.6,29.3,2003-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,4.545,25.4,2003-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,4.57,26,2003-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,29.3,2003-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,3.674,28.8,2003-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,4.311,29.8,2003-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,2.4,31.7,2003-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.317,27.2,2003-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,2.4,32.2,2003-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,3.4,25.2,2004-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,5.8,25.4,2004-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,9.2,25,2004-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,12.176,25.7,2004-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,6.2,24.9,2004-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,4,25.5,2004-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,7.4,25,2004-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,6.4,25.1,2004-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,4.8,24.5,2004-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,5.4,25.7,2004-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.4,27.2,2004-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.5,27,2004-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,4.8,26,2004-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,2.6,26.4,2004-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,3.6,26.3,2004-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,4.7,26,2004-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,6.7,25.9,2004-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,5.6,26.5,2004-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,3,27,2004-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,2.4,27.4,2004-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,6.7,25.3,2004-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,5,26.1,2004-01-01
Old Tampa Bay,42,27.95280069,-82.6416015,6.7,22.2,2004-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,6.9,22.8,2004-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,6.1,23.4,2004-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,8.4,21.4,2004-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,19.706,21.8,2004-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,5.2,24.1,2004-01-01
Old Tampa Bay,40,27.9291,-82.58730309,7.5,22.7,2004-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,14.126,21.9,2004-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,6.7,22.5,2004-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,5.8,21.5,2004-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,6,23.7,2004-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,6.3,25,2004-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,6.3,21.6,2004-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,8.4,24.3,2004-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,6.4,21.8,2004-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,7.8,21.8,2004-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,8.4,23.1,2004-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,7.7,23.5,2004-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,4.4,32.5,2004-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,4.7,31.5,2004-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,5.3,29.5,2004-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,2.7,30.3,2004-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,3,30.1,2004-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2.4,29.3,2004-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.4,30.5,2004-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,28.1,2004-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,5.6,29.9,2004-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,2.9,31.7,2004-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,7.9,25.1,2005-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,5.3,24.8,2005-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,7.9,25.6,2005-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,11.672,25.3,2005-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,3.1,25.4,2005-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,11.872,24.3,2005-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,5.6,25.9,2005-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,5.4,24.6,2005-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,5.8,25.1,2005-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,3.3,25.4,2005-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,3.5,25.3,2005-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,3.9,26.4,2005-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,3.6,25.9,2005-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,3.9,27.6,2005-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,4.9,28.3,2005-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,3.4,25.6,2005-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,3.2,26.5,2005-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,4.1,27.4,2005-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,4,26,2005-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,2.8,25.6,2005-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,4.1,25.4,2005-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,4.6,21.1,2005-01-01
Old Tampa Bay,40,27.9291,-82.58730309,2.8,22.5,2005-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,5.2,22.2,2005-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,4.7,22.4,2005-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,3.9,24.9,2005-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,3,22.1,2005-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,3.2,22,2005-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,2.8,19.2,2005-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,3.1,24,2005-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,2.5,23.8,2005-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,4.3,24.6,2005-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,4.6,20.7,2005-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,5,23.2,2005-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,3.2,21.3,2005-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,2.4,23.3,2005-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,3.8,20.6,2005-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,3.3,22.7,2005-01-01
Old Tampa Bay,42,27.95280069,-82.6416015,2.5,21.4,2005-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,4.1,31.6,2005-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,3.5,32,2005-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,7.7,32.8,2005-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,2.9,28.9,2005-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,3.5,29.8,2005-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,4,31.6,2005-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,4.6,33.3,2005-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,7.4,32.3,2005-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.6,31.5,2005-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.5,30.1,2005-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,7.5,26.1,2006-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,4.6,26.2,2006-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,6,26.2,2006-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,5.2,26.2,2006-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,3.8,26.4,2006-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,8.2,26.1,2006-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,14.7,26.1,2006-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,9.6,26.6,2006-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,5.3,25.5,2006-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,4,26.7,2006-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,2.5,27.6,2006-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,1.7,29.7,2006-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,2.9,26,2006-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,1.5,28.4,2006-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,6.8,27.2,2006-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,4.5,27.5,2006-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,2.9,28,2006-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,1.2,27.9,2006-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,2.4,27.1,2006-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,2.1,29.8,2006-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,1.8,27.6,2006-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,2.5,29.1,2006-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,3,25.1,2006-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,1.6,24.4,2006-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,2.3,25.1,2006-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,1.7,24.1,2006-01-01
Old Tampa Bay,42,27.95280069,-82.6416015,2.9,24.3,2006-01-01
Old Tampa Bay,40,27.9291,-82.58730309,1.6,24.8,2006-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,7,22.8,2006-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,3.7,24.4,2006-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,4.4,23.8,2006-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,5.8,23.8,2006-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,5.7,24,2006-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,1.9,24.9,2006-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,3.1,26.1,2006-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,7.2,23.8,2006-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,3.5,25.6,2006-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,2.3,26.1,2006-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,2.2,25.1,2006-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,3,23.8,2006-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,1.1,32.6,2006-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,1.8,32.8,2006-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,1.7,32.9,2006-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,3.1,31.9,2006-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,1.5,30.7,2006-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,2.2,33.2,2006-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,1.7,31.5,2006-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,2,32.1,2006-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,1.5,31.7,2006-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,2.4,31,2006-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,4.4,26.5,2007-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,3.6,26.5,2007-01-01
Hillsborough Bay,8,27.8523998,-82.40930169,6.2,23,2007-01-01
Hillsborough Bay,71,27.8764991,-82.4138031,4.3,26.7,2007-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,3.6,26,2007-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,7.9,27,2007-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,5.9,27.2,2007-01-01
Hillsborough Bay,7,27.85889999,-82.4685974,4.2,26.8,2007-01-01
Hillsborough Bay,80,27.80960079,-82.44599909,4.5,27.5,2007-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,3.8,26.4,2007-01-01
Middle Tampa Bay,28,27.70840069,-82.60919949,2.8,29.1,2007-01-01
Middle Tampa Bay,11,27.81290049,-82.478897,5.8,27,2007-01-01
Middle Tampa Bay,9,27.78650089,-82.4272003,12.5,27.9,2007-01-01
Middle Tampa Bay,32,27.7931995,-82.5707015,3,27.1,2007-01-01
Middle Tampa Bay,19,27.6933994,-82.55590049,3.5,30.3,2007-01-01
Middle Tampa Bay,81,27.7812995,-82.4740982,6.5,28.1,2007-01-01
Middle Tampa Bay,33,27.8260993,-82.56749719,3.9,26.9,2007-01-01
Middle Tampa Bay,82,27.75110049,-82.5718002,3.5,28.4,2007-01-01
Middle Tampa Bay,16,27.7238006,-82.5337982,3,29.5,2007-01-01
Middle Tampa Bay,84,27.72899999,-82.49870299,6.1,28.3,2007-01-01
Middle Tampa Bay,13,27.8118,-82.52320089,3.6,27.5,2007-01-01
Middle Tampa Bay,14,27.7779998,-82.5203018,3.8,28.3,2007-01-01
Old Tampa Bay,40,27.9291,-82.58730309,3.3,24.4,2007-01-01
Old Tampa Bay,51,27.8901996,-82.54879759,2.8,25.3,2007-01-01
Old Tampa Bay,68,27.8519001,-82.58080289,3.4,25.6,2007-01-01
Old Tampa Bay,60,27.9899005,-82.63159939,4.4,24.6,2007-01-01
Old Tampa Bay,66,27.92779919,-82.63970179,4.3,22.8,2007-01-01
Old Tampa Bay,38,27.8817996,-82.57749929,3.7,25.1,2007-01-01
Old Tampa Bay,65,27.94560049,-82.6942977,5.4,22.5,2007-01-01
Old Tampa Bay,47,27.97260089,-82.62020109,6.5,23.8,2007-01-01
Old Tampa Bay,42,27.95280069,-82.6416015,5.5,23.4,2007-01-01
Old Tampa Bay,64,27.9794006,-82.6832962,6.3,21.6,2007-01-01
Old Tampa Bay,63,27.9675998,-82.57599629,4.1,25,2007-01-01
Old Tampa Bay,67,27.9001998,-82.59200279,3.7,24.4,2007-01-01
Old Tampa Bay,62,27.9699993,-82.57430259,9.8,18.9,2007-01-01
Old Tampa Bay,41,27.9374008,-82.5650024,3.6,25.1,2007-01-01
Old Tampa Bay,36,27.85580059,-82.55329889,4.2,26.3,2007-01-01
Old Tampa Bay,61,27.96870039,-82.56210319,27.6,23.4,2007-01-01
Old Tampa Bay,46,27.99040029,-82.65930169,3.4,22.4,2007-01-01
Old Tampa Bay,50,27.91850089,-82.5379028,3.2,25.4,2007-01-01
Lower Tampa Bay,24,27.5883998,-82.6193008,3.3,31.5,2007-01-01
Lower Tampa Bay,96,27.6378002,-82.6910018,2.8,32.6,2007-01-01
Lower Tampa Bay,90,27.6259994,-82.5914993,3.1,31.9,2007-01-01
Lower Tampa Bay,23,27.6660003,-82.59919729,3.1,31.4,2007-01-01
Lower Tampa Bay,94,27.61000059,-82.78320309,1.8,34.5,2007-01-01
Lower Tampa Bay,92,27.5736999,-82.686798,2.6,33.4,2007-01-01
Lower Tampa Bay,91,27.62789909,-82.64150229,3.3,32.5,2007-01-01
Lower Tampa Bay,93,27.57889929,-82.74410239,1.2,34.2,2007-01-01
Lower Tampa Bay,95,27.61120029,-82.69470209,3,33.2,2007-01-01
Lower Tampa Bay,25,27.66270059,-82.66789999,2.2,31.5,2007-01-01
Hillsborough Bay,6,27.8892993,-82.47740169,2.8,30.65,2008-01-01
Hillsborough Bay,44,27.9237003,-82.4806976,2.6,30.2,2008-01-01
Hillsborough Bay,70,27.9088993,-82.46320339,2.4,30.65,2008-01-01
Hillsborough Bay,73,27.82810019,-82.41310109,2.3,30.66,2008-01-01
Hillsborough Bay,52,27.8969993,-82.4382019,3,31.11,2008-01-01
Hillsborough Bay,55,27.84930029,-82.43139639,3.1,30.89,2008-01-01
